time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-09-30T23:21:09.080Z,33.0421667,-115.5948333,2.82,2.65,ml,58,46,0.01153,0.27,ci,ci39640864,2020-12-12T22:28:25.040Z,"2km ENE of Westmorland, CA",earthquake,0.17,0.3,0.152,26,reviewed,ci,ci
2020-09-30T23:20:16.370Z,33.047,-115.5876667,3.1,2.51,ml,35,47,0.009967,0.19,ci,ci39640856,2020-12-12T22:28:49.040Z,"3km ENE of Westmorland, CA",earthquake,0.19,0.25,0.14,13,reviewed,ci,ci
2020-09-30T23:19:48.390Z,33.0478333,-115.5911667,5.37,3.02,ml,83,47,0.01231,0.25,ci,ci39640848,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.13,0.34,0.184,30,reviewed,ci,ci
2020-09-30T23:15:30.950Z,33.0476667,-115.5966667,2.84,3.53,mw,54,46,0.01554,0.26,ci,ci39640688,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.22,0.33,,4,reviewed,ci,ci
2020-09-30T23:15:24.530Z,33.0483333,-115.5878333,3.36,2.84,ml,42,47,0.01121,0.22,ci,ci39640680,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.29,0.44,0.124,7,reviewed,ci,ci
2020-09-30T23:14:44.590Z,38.2218333,-112.323,4.81,2.8,ml,29,45,0.3992,0.23,uu,uu60412632,2020-12-12T22:28:25.040Z,"7 km NW of Circleville, Utah",earthquake,0.4,0.99,0.135,15,reviewed,uu,uu
2020-09-30T23:14:21.800Z,33.0171667,-115.5426667,3.52,2.92,ml,19,83,0.03911,0.34,ci,ci39640584,2020-12-12T22:28:25.040Z,"4km NNW of Brawley, CA",earthquake,0.84,0.58,0.226,14,reviewed,ci,ci
2020-09-30T23:13:52.840Z,33.0376667,-115.5931667,3.19,2.6,ml,56,37,0.009474,0.24,ci,ci37457149,2020-12-12T22:28:40.040Z,"3km E of Westmorland, CA",earthquake,0.2,0.28,0.14,16,reviewed,ci,ci
2020-09-30T23:13:37.480Z,33.0423333,-115.5801667,3.88,2.9,ml,69,48,0.004318,0.26,ci,ci39640568,2020-12-12T22:28:40.040Z,"4km E of Westmorland, CA",earthquake,0.16,0.33,0.181,29,reviewed,ci,ci
2020-09-30T23:12:46.590Z,33.052,-115.5913333,5.57,2.86,ml,72,46,0.01582,0.25,ci,ci39640560,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.16,0.44,0.184,33,reviewed,ci,ci
2020-09-30T23:08:25.660Z,33.0443333,-115.5895,3.12,3.12,ml,80,46,0.008794,0.26,ci,ci39640536,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.15,0.26,0.134,149,reviewed,ci,ci
2020-09-30T23:06:02.610Z,33.0453333,-115.59,3.43,3.65,mw,82,46,0.009794,0.27,ci,ci39640528,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.15,0.29,,4,reviewed,ci,ci
2020-09-30T23:05:39.930Z,33.0376667,-115.5861667,3.3,2.67,ml,66,31,0.003624,0.24,ci,ci39640520,2020-12-12T22:28:33.040Z,"3km E of Westmorland, CA",earthquake,0.15,0.28,0.176,24,reviewed,ci,ci
2020-09-30T23:00:28.430Z,33.044,-115.5885,5.12,3,ml,54,47,0.007963,0.26,ci,ci39640480,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.19,0.43,0.179,57,reviewed,ci,ci
2020-09-30T20:08:54.800Z,36.468,-117.504,-1.5,2.51,ml,36,50,0.2086,0.15,ci,ci39640176,2020-12-12T22:28:25.040Z,"35km WSW of Stovepipe Wells, CA",earthquake,0.19,0.42,0.117,26,reviewed,ci,ci
2020-09-30T12:51:39.760Z,37.8578333,-122.2371667,5.91,2.65,md,110,26,0.01771,0.07,nc,nc73464701,2020-12-12T22:28:24.040Z,"4km ESE of Berkeley, CA",earthquake,0.07,0.09,0.16,105,reviewed,nc,nc
2020-09-30T10:10:49.719Z,38.1693,-117.8362,9.5,2.7,ml,28,50.34,0.029,0.1022,nn,nn00776364,2020-12-12T22:28:24.040Z,"34 km SE of Mina, Nevada",earthquake,,0.5,0.21,16,reviewed,nn,nn
2020-09-30T09:45:46.299Z,36.29066667,-97.51566667,7.86,2.53,ml,98,25,0,0.18,ok,ok2020tfnr,2020-12-12T22:28:24.040Z,"5 km WNW of Lucien, Oklahoma",earthquake,,0.6,0.22,35,reviewed,ok,ok
2020-09-30T08:38:37.740Z,37.514,-121.8698333,9.31,2.62,md,101,28,0.02977,0.1,nc,nc73464626,2020-12-15T15:20:58.259Z,"10km NNE of Milpitas, CA",earthquake,0.1,0.18,0.147,108,reviewed,nc,nc
2020-09-30T07:26:00.850Z,36.696,-97.6705,5,2.7,ml,83,51,0,0.23,ok,ok2020tfjb,2020-12-12T22:28:24.040Z,"10 km W of Lamont, Oklahoma",earthquake,,0.5,0.27,34,reviewed,ok,ok
2020-09-30T01:41:50.098Z,38.145,-117.9717,10.8,2.8,ml,36,42.52,0.011,0.1612,nn,nn00776306,2020-12-12T22:28:24.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.31,20,reviewed,nn,nn
2020-09-29T16:02:30.880Z,37.4943333,-121.8296667,4.63,3.26,mw,126,27,0.04533,0.09,nc,nc73464301,2020-12-15T15:14:35.418Z,"10km NE of Milpitas, CA",earthquake,0.08,0.18,,4,reviewed,nc,nc
2020-09-29T15:36:09.460Z,37.4965,-121.8281667,4.85,2.9,ml,110,27,0.04759,0.08,nc,nc73464281,2020-12-05T21:03:07.040Z,"10km NE of Milpitas, CA",earthquake,0.08,0.15,0.138,64,reviewed,nc,nc
2020-09-29T15:16:27.310Z,37.4951667,-121.826,4.58,2.71,md,101,27,0.04648,0.07,nc,nc73464261,2020-12-05T21:03:07.040Z,"10km NE of Milpitas, CA",earthquake,0.08,0.18,0.156,114,reviewed,nc,nc
2020-09-29T11:36:11.888Z,38.1847,-117.7766,10.1,3.9,ml,34,57.6,0.049,0.138,nn,nn00776206,2020-12-05T21:03:06.040Z,"36 km SE of Mina, Nevada",earthquake,,0.6,0.24,18,reviewed,nn,nn
2020-09-29T08:55:22.160Z,36.7578333,-113.0458333,21.25,2.71,ml,16,100,0.2991,0.16,uu,uu60412497,2020-12-05T21:03:05.040Z,"22 km SSW of Centennial Park, Arizona",earthquake,0.43,0.77,0.269,6,reviewed,uu,uu
2020-09-29T06:39:15.550Z,36.585,-121.1828333,4.91,2.65,md,56,53,0.01343,0.1,nc,nc73464146,2020-12-05T21:03:05.040Z,"7km NNW of Pinnacles, CA",earthquake,0.17,0.33,0.243,69,reviewed,nc,nc
2020-09-29T05:40:03.185Z,44.5028,-115.1946,10,2.6,ml,,80,0.427,0.69,us,us6000c2ms,2020-12-05T21:03:07.040Z,"37 km NNW of Stanley, Idaho",earthquake,1.9,2,0.057,40,reviewed,us,us
2020-09-29T05:38:06.483Z,44.4927,-115.1849,7.49,2.7,ml,,79,0.42,0.58,us,us6000c2fd,2020-12-05T21:03:05.040Z,"36 km NNW of Stanley, Idaho",earthquake,2.1,5.9,0.043,72,reviewed,us,us
2020-09-29T02:22:20.750Z,36.7005,-121.3375,4.93,3.23,ml,60,52,0.06322,0.1,nc,nc73464086,2020-12-05T21:03:04.040Z,"10km S of Tres Pinos, CA",earthquake,0.14,0.7,0.156,64,reviewed,nc,nc
2020-09-29T01:51:38.625Z,38.164,-117.8404,8.7,2.8,ml,27,50.82,0.025,0.1221,nn,nn00776130,2020-12-05T21:03:04.040Z,"Nevada",earthquake,,0.6,0.24,13,reviewed,nn,nn
2020-09-28T12:27:55.370Z,36.8716667,-121.6055,5.48,2.53,md,65,30,0.0177,0.14,nc,nc73463936,2020-12-05T21:03:03.040Z,"4km ESE of Aromas, CA",earthquake,0.19,0.41,0.23,72,reviewed,nc,nc
2020-09-28T05:16:36.610Z,37.4921667,-121.8295,4.8,3.48,mw,199,28,0.04319,0.09,nc,nc73463746,2020-12-05T21:03:03.040Z,"10km NE of Milpitas, CA",earthquake,0.08,0.18,,5,reviewed,nc,nc
2020-09-28T03:57:16.430Z,31.6383,-104.305,5,2.5,mb_lg,,59,0.135,0.36,us,us6000c21a,2020-12-05T21:03:03.040Z,"59 km S of Whites City, New Mexico",earthquake,1.2,1.6,0.128,22,reviewed,us,us
2020-09-28T03:39:13.460Z,32.143,-116.9606667,12.52,2.89,ml,48,207,0.3036,0.23,ci,ci38705706,2020-12-05T21:03:02.040Z,"10km SSW of Primo Tapia, B.C., MX",earthquake,0.39,0.92,0.14,26,reviewed,ci,ci
2020-09-27T22:54:06.510Z,37.4916667,-121.8246667,5.25,3.42,mw,202,27,0.04319,0.11,nc,nc73463646,2020-12-15T15:14:04.328Z,"10km NE of Milpitas, CA",earthquake,0.08,0.16,,4,reviewed,nc,nc
2020-09-27T11:57:00.530Z,34.0575,-117.2683333,16.73,2.61,ml,187,12,0.04927,0.17,ci,ci38705338,2020-12-05T21:03:01.040Z,"1km NNW of Loma Linda, CA",earthquake,0.08,0.17,0.2,23,reviewed,ci,ci
2020-09-27T05:38:45.791Z,35.8537,-109.1684,10,3,ml,,90,0.867,0.52,us,us6000c1um,2020-12-05T21:03:01.040Z,"5 km S of Sawmill, Arizona",earthquake,2.6,2,0.05,52,reviewed,us,us
2020-09-27T02:20:00.310Z,35.95066667,-97.76416667,6.45,2.92,ml,100,25,0,0.14,ok,ok2020szml,2020-12-05T21:03:00.040Z,"13 km ESE of Dover, Oklahoma",earthquake,,0.3,0.25,42,reviewed,ok,ok
2020-09-26T22:19:21.510Z,34.1876667,-117.607,6.87,2.52,ml,121,15,0.06654,0.22,ci,ci38704866,2020-12-05T21:03:00.040Z,"8km NNW of Rancho Cucamonga, CA",earthquake,0.13,0.38,0.185,216,reviewed,ci,ci
2020-09-26T21:21:01.230Z,43.6609,-105.2393,0,3.3,ml,,76,0.984,0.41,us,us6000c1qs,2020-12-05T21:02:54.040Z,"22 km ESE of Wright, Wyoming",mining explosion,5.3,1.7,0.057,53,reviewed,us,us
2020-09-26T19:12:53.490Z,31.5206667,-115.6751667,7.21,2.99,ml,15,156,0.1589,0.2,ci,ci38704794,2020-12-05T21:03:04.040Z,"87km ESE of Maneadero, B.C., MX",earthquake,0.32,31.61,0.154,97,reviewed,ci,ci
2020-09-26T10:32:10.205Z,44.3737,-115.2033,10,2.9,ml,,61,0.31,0.87,us,us6000c1kq,2020-12-05T21:02:59.040Z,"27 km NW of Stanley, Idaho",earthquake,1.5,2,0.056,42,reviewed,us,us
2020-09-26T03:41:14.116Z,38.156,-117.9485,10.5,3.3,ml,32,27.19,0.019,0.1433,nn,nn00775722,2020-12-05T21:02:59.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.5,0.26,9,reviewed,nn,nn
2020-09-25T22:38:52.140Z,40.1416667,-109.4771667,8.15,2.59,md,11,99,0.4344,0.12,uu,uu60412217,2020-12-05T21:02:59.040Z,"28 km SSW of Jensen, Utah",earthquake,0.4,1.53,0.258,9,reviewed,uu,uu
2020-09-25T20:28:17.953Z,44.3383,-116.1797,12.22,2.6,ml,,63,0.579,0.96,us,us6000c1fb,2020-12-05T21:02:58.040Z,"8 km WNW of Smiths Ferry, Idaho",earthquake,2.2,8.4,0.059,38,reviewed,us,us
2020-09-25T17:20:07.635Z,47.5927,-92.5199,0,3.1,ml,,83,0.776,0.54,us,us6000c1aw,2020-12-05T21:02:54.040Z,"7 km N of Virginia, Minnesota",mining explosion,4.8,2,0.105,12,reviewed,us,us
2020-09-25T17:10:11.370Z,33.947,-116.3955,3.29,3.65,ml,111,18,0.0127,0.17,ci,ci38703802,2020-12-05T21:02:58.040Z,"10km E of Desert Hot Springs, CA",earthquake,0.1,0.23,0.169,213,reviewed,ci,ci
2020-09-25T17:07:48.830Z,33.9491667,-116.3938333,3.42,3.02,ml,95,18,0.01502,0.16,ci,ci38703786,2020-12-05T21:02:58.040Z,"10km E of Desert Hot Springs, CA",earthquake,0.1,0.22,0.175,148,reviewed,ci,ci
2020-09-25T16:10:50.095Z,31.6652,-104.3683,5,3.1,ml,,60,0.113,0.37,us,us6000c18w,2020-12-05T21:02:58.040Z,"56 km S of Whites City, New Mexico",earthquake,1,1.5,0.077,28,reviewed,us,us
2020-09-25T16:09:23.468Z,31.6634,-104.3847,5,2.9,ml,,62,0.099,0.31,us,us6000c18r,2020-12-05T21:02:58.040Z,"56 km S of Whites City, New Mexico",earthquake,0.6,1.6,0.062,42,reviewed,us,us
2020-09-25T07:46:03.592Z,31.6611,-104.4013,5,2.9,ml,,63,0.085,0.67,us,us6000c119,2020-12-05T21:02:57.040Z,"57 km S of Whites City, New Mexico",earthquake,1.4,1.6,0.047,60,reviewed,us,us
2020-09-25T03:22:10.897Z,38.1797,-117.8395,9.2,2.6,ml,27,48.83,0.031,0.1258,nn,nn00775525,2020-12-05T21:02:57.040Z,"33 km SE of Mina, Nevada",earthquake,,0.6,0.23,14,reviewed,nn,nn
2020-09-25T00:29:25.041Z,47.4911,-115.8206,10,2.6,ml,,67,0.538,0.88,us,us6000c0yg,2020-12-05T21:02:57.040Z,"2 km NNW of Mullan, Idaho",earthquake,1,2,0.057,40,reviewed,us,us
2020-09-24T23:14:13.822Z,31.6523,-104.3811,5,3.4,ml,,62,0.103,0.31,us,us6000c0x4,2020-12-05T21:02:57.040Z,"58 km S of Whites City, New Mexico",earthquake,1.2,1.7,0.059,50,reviewed,us,us
2020-09-24T23:06:42.138Z,27.0779,-111.2685,10,4.6,mb,,112,0.899,0.93,us,us6000c0xh,2020-12-05T21:02:57.040Z,"73 km ENE of Muleg̩, Mexico",earthquake,6.9,1.9,0.057,90,reviewed,us,us
2020-09-24T23:01:30.369Z,27.1573,-111.4068,10,5.3,mww,,125,0.76,0.66,us,us6000c0ww,2020-12-05T21:02:57.040Z,"64 km ENE of Muleg̩, Mexico",earthquake,7.3,1.9,0.046,45,reviewed,us,us
2020-09-24T22:19:59.605Z,31.6825,-104.3402,5,2.9,ml,,52,0.097,0.82,us,us6000c0wa,2020-12-05T21:02:57.040Z,"western Texas",earthquake,1.2,1.8,0.052,80,reviewed,us,us
2020-09-24T17:23:18.130Z,35.8556667,-117.6898333,4.99,2.52,ml,49,21,0.077,0.14,ci,ci38702858,2020-12-05T21:02:56.040Z,"22km ESE of Little Lake, CA",earthquake,0.11,0.29,0.138,26,reviewed,ci,ci
2020-09-24T17:10:13.248Z,31.6978,-104.1421,6.94,2.6,ml,,49,0.101,0.39,us,us6000c0ne,2020-12-05T21:02:56.040Z,"51 km W of Mentone, Texas",earthquake,0.9,2.2,0.055,44,reviewed,us,us
2020-09-24T14:42:27.270Z,38.7861667,-122.765,1.63,2.83,ml,86,57,0.01502,0.08,nc,nc73462331,2020-12-05T21:02:56.040Z,"1km NW of The Geysers, CA",earthquake,0.11,0.19,0.182,39,reviewed,nc,nc
2020-09-24T12:00:24.002Z,46.9112,-112.5551,6.95,2.6,ml,,108,0.082,0.82,us,us6000c0h1,2020-12-05T21:02:56.040Z,"Western Montana",earthquake,2.4,5.8,0.069,28,reviewed,us,us
2020-09-24T10:11:15.970Z,38.804,-122.7778333,1.41,2.8,md,94,20,0.00951,0.08,nc,nc73462221,2020-12-05T21:02:56.040Z,"4km NNW of The Geysers, CA",earthquake,0.09,0.16,0.224,80,reviewed,nc,nc
2020-09-23T22:49:52.300Z,31.5073333,-115.7166667,9.2,2.82,ml,14,146,0.1291,0.16,ci,ci38702074,2020-12-05T21:02:57.040Z,"84km ESE of Maneadero, B.C., MX",earthquake,0.41,31.61,0.164,67,reviewed,ci,ci
2020-09-23T21:37:47.393Z,45.0675,-106.8437,0,3.2,ml,,48,1.678,0.97,us,us6000c0ac,2020-12-05T21:02:54.040Z,"30 km NE of Ranchester, Wyoming",mining explosion,4.8,1.4,0.049,63,reviewed,us,us
2020-09-23T17:21:06.810Z,47.5975,-92.7636,0,3.1,ml,,109,0.923,0.91,us,us6000c2k3,2020-12-05T21:02:54.040Z,"9 km NNW of Kinney, Minnesota",mining explosion,3.7,2,0.105,12,reviewed,us,us
2020-09-23T14:17:44.690Z,35.6528333,-117.487,7.27,3.2,ml,43,56,0.0692,0.14,ci,ci38701098,2020-12-05T21:02:55.040Z,"15km SSW of Searles Valley, CA",earthquake,0.13,0.36,0.158,90,reviewed,ci,ci
2020-09-23T14:08:05.673Z,38.155,-117.9679,11.6,2.9,ml,22,42.05,0.017,0.1707,nn,nn00775253,2020-12-05T21:02:55.040Z,"28 km SSE of Mina, Nevada",earthquake,,0.6,0.27,18,reviewed,nn,nn
2020-09-23T12:24:27.850Z,34.2033333,-117.6536667,2.35,3.2,ml,153,17,0.03564,0.23,ci,ci38700978,2020-12-05T21:02:55.040Z,"11km NW of Rancho Cucamonga, CA",earthquake,0.1,0.24,0.156,242,reviewed,ci,ci
2020-09-23T08:23:56.927Z,38.1893,-117.8437,4.12,2.6,ml,,39,0.034,0.52,us,us6000bzzn,2020-12-05T21:02:55.040Z,"32 km SE of Mina, Nevada",earthquake,1.9,4.5,0.042,76,reviewed,us,us
2020-09-23T06:04:39.927Z,32.1058,-102.1797,5,2.5,mb_lg,,42,0.121,0.37,us,us6000bzyu,2020-12-05T21:02:55.040Z,"15 km NW of Midland, Texas",earthquake,0.9,1.9,0.136,15,reviewed,us,us
2020-09-22T19:43:42.615Z,38.1638,-117.8962,9.8,3.6,ml,25,41.05,0.02,0.1607,nn,nn00775128,2020-11-28T21:32:05.040Z,"31 km SE of Mina, Nevada",earthquake,,0.5,0.38,18,reviewed,nn,nn
2020-09-22T18:13:30.341Z,43.7808,-105.2979,0,3.6,ml,,81,0.972,0.72,us,us6000bzqj,2020-11-28T21:32:05.040Z,"15 km ENE of Wright, Wyoming",mining explosion,6.6,1.7,0.046,62,reviewed,us,us
2020-09-22T11:20:51.828Z,31.4988,-115.717,10,2.9,ml,,147,0.121,0.51,us,us6000bznb,2020-11-28T21:32:04.040Z,"53 km ENE of San Vicente, Mexico",earthquake,1.3,2,0.064,32,reviewed,us,us
2020-09-22T06:50:20.918Z,31.5764,-104.2137,5,2.7,ml,,63,0.261,0.38,us,us6000bzkm,2020-11-28T21:32:03.040Z,"49 km NW of Toyah, Texas",earthquake,1.1,1.8,0.044,68,reviewed,us,us
2020-09-22T06:15:23.729Z,38.1697,-117.7707,6,2.5,ml,19,57.5,0.061,0.1392,nn,nn00775061,2020-09-22T14:25:01.498Z,"38 km SE of Mina, Nevada",earthquake,,1.5,0.34,16,reviewed,nn,nn
2020-09-22T01:14:55.210Z,37.6353333,-118.9231667,5.5,2.99,md,31,55,0.01856,0.06,nc,nc73461146,2020-11-28T21:32:02.040Z,"5km E of Mammoth Lakes, CA",earthquake,0.21,0.26,0.157,55,reviewed,nc,nc
2020-09-22T01:13:40.720Z,37.634,-118.923,5.63,2.64,md,30,55,0.01782,0.04,nc,nc73461141,2020-11-28T21:32:02.040Z,"5km E of Mammoth Lakes, CA",earthquake,0.25,0.33,0.151,31,reviewed,nc,nc
2020-09-22T00:30:07.510Z,36.501,-89.5771667,5.29,2.57,md,42,42,0.06534,0.12,nm,nm60329471,2020-11-28T21:32:02.040Z,"3 km ESE of Marston, Missouri",earthquake,0.17,0.67,0.129,37,reviewed,nm,nm
2020-09-21T18:31:58.800Z,37.4735,-118.643,5.75,2.84,md,29,106,0.1297,0.08,nc,nc73461031,2020-11-28T21:32:02.040Z,"8km NNW of Round Valley, CA",earthquake,0.43,1.91,0.239,43,reviewed,nc,nc
2020-09-21T13:20:38.360Z,33.701,-117.4355,9.12,3.28,ml,175,28,0.03022,0.26,ci,ci38697738,2020-12-05T06:24:13.113Z,"11km WNW of Lake Elsinore, CA",earthquake,0.13,0.32,0.157,228,reviewed,ci,ci
2020-09-21T10:10:19.091Z,38.1739,-117.8019,6.5,2.7,ml,19,62.84,0.056,0.1518,nn,nn00774972,2020-11-28T21:32:00.040Z,"36 km SE of Mina, Nevada",earthquake,,1.2,0.22,16,reviewed,nn,nn
2020-09-21T04:56:21.946Z,38.1553,-118.0629,6.9,3.3,ml,34,42.61,0.01,0.1712,nn,nn00774930,2020-11-28T21:32:00.040Z,"26 km S of Mina, Nevada",earthquake,,0.8,0.27,10,reviewed,nn,nn
2020-09-21T04:53:54.720Z,36.0748333,-120.6498333,3.11,2.69,md,64,85,0.04388,0.16,nc,nc73460811,2020-11-28T21:31:59.040Z,"24km ENE of San Ardo, CA",earthquake,0.27,0.42,0.203,61,reviewed,nc,nc
2020-09-21T01:47:15.199Z,44.2737,-115.1978,14.25,2.7,ml,,67,0.235,0.61,us,us7000bqme,2020-11-28T21:31:59.040Z,"21 km WNW of Stanley, Idaho",earthquake,1.6,7.3,0.046,62,reviewed,us,us
2020-09-20T22:07:01.570Z,35.58916667,-97.39283333,6.81,2.78,ml,97,23,0,0.15,ok,ok2020sofc,2020-11-28T21:31:59.040Z,"7 km NE of Lake Aluma, Oklahoma",earthquake,,0.2,0.26,42,reviewed,ok,ok
2020-09-20T18:23:23.871Z,38.1833,-117.9035,4.7,2.5,ml,27,31.85,0.033,0.127,nn,nn00774835,2020-11-28T21:31:58.040Z,"29 km SE of Mina, Nevada",earthquake,,0.9,0.49,14,reviewed,nn,nn
2020-09-20T17:31:02.389Z,31.4921,-115.6756,10,3.6,ml,,103,0.136,1.07,us,us7000bqiw,2020-11-28T21:31:58.040Z,"57 km ENE of San Vicente, Mexico",earthquake,1.7,2,0.06,36,reviewed,us,us
2020-09-20T10:54:54.000Z,36.12883333,-97.59216667,7.17,3.4,ml,68,28,0,0.23,ok,ok2020snix,2020-11-28T21:31:57.040Z,"4 km SE of Marshall, Oklahoma",earthquake,,0.5,0.19,27,reviewed,ok,ok
2020-09-20T09:59:58.336Z,44.4419,-115.1755,10,2.5,ml,,61,0.379,0.83,us,us7000bqib,2020-11-28T21:31:57.040Z,"31 km NW of Stanley, Idaho",earthquake,2.9,2,0.06,36,reviewed,us,us
2020-09-20T03:56:36.810Z,41.7665,-111.7103333,18.19,2.66,ml,21,69,0.0557,0.11,uu,uu60411702,2021-01-01T07:30:01.129Z,"7 km E of North Logan, Utah",earthquake,0.32,0.75,0.172,15,reviewed,uu,uu
2020-09-20T02:51:09.680Z,34.5651667,-116.241,2.94,2.84,ml,34,51,0.1388,0.15,ci,ci38696362,2020-11-28T21:31:56.040Z,"19km SSW of Ludlow, CA",earthquake,0.15,0.73,0.168,131,reviewed,ci,ci
2020-09-20T02:23:50.860Z,39.6386667,-112.0738333,2.38,2.55,ml,34,63,0.2399,0.29,uu,uu60411692,2020-11-28T21:31:56.040Z,"20 km WNW of Levan, Utah",earthquake,0.51,0.85,0.082,17,reviewed,uu,uu
2020-09-19T21:42:56.493Z,44.2865,-115.0948,13.39,3,ml,,66,0.301,0.57,us,us7000bqav,2020-11-28T21:31:55.040Z,"14 km WNW of Stanley, Idaho",earthquake,2,9.4,0.043,72,reviewed,us,us
2020-09-19T20:55:23.309Z,44.2739,-115.0778,13.89,3,ml,,67,0.304,0.51,us,us7000bqa6,2020-11-28T21:31:55.040Z,"12 km WNW of Stanley, Idaho",earthquake,2.5,9.2,0.04,84,reviewed,us,us
2020-09-19T19:07:51.840Z,39.6328333,-112.0788333,1.36,2.5,ml,29,46,0.24,0.21,uu,uu60411652,2020-11-28T21:31:54.040Z,"Utah",earthquake,0.35,0.88,0.075,16,reviewed,uu,uu
2020-09-19T17:36:24.499Z,43.4606,-105.5364,0,3,ml,,75,1.085,0.87,us,us7000bq8h,2020-11-28T21:31:54.040Z,"32 km S of Wright, Wyoming",mining explosion,5.3,1.7,0.057,41,reviewed,us,us
2020-09-19T16:50:42.134Z,44.2106,-115.1257,10,2.5,ml,,72,0.244,0.81,us,us7000bq88,2020-11-28T21:31:54.040Z,"14 km W of Stanley, Idaho",earthquake,1.8,2,0.064,32,reviewed,us,us
2020-09-19T11:38:24.360Z,33.4438333,-116.4448333,8.33,2.56,ml,86,34,0.1341,0.22,ci,ci38695802,2020-11-28T21:31:53.040Z,"22km NNW of Borrego Springs, CA",earthquake,0.19,0.66,0.177,25,automatic,ci,ci
2020-09-19T11:22:40.975Z,44.1206,-115.1172,10,2.5,ml,,79,0.23,0.56,us,us7000bq6d,2020-11-28T21:31:53.040Z,"17 km SW of Stanley, Idaho",earthquake,1.8,2,0.06,36,reviewed,us,us
2020-09-19T06:38:46.930Z,34.038,-118.08,16.87,4.54,mw,236,16,0.01273,0.25,ci,ci38695658,2021-01-03T05:26:34.368Z,"3km WSW of South El Monte, CA",earthquake,0.11,0.22,,6,reviewed,ci,ci
2020-09-19T00:41:01.068Z,31.4857,-115.7214,10,2.5,ml,,123,0.108,0.82,us,us6000bzf0,2020-11-28T21:31:52.040Z,"53 km ENE of San Vicente, Mexico",earthquake,2.7,2,0.059,38,reviewed,us,us
2020-09-18T23:05:24.144Z,38.1442,-117.8848,8.1,3.3,ml,32,44.79,0.017,0.1242,nn,nn00774584,2020-11-28T21:31:52.040Z,"33 km SE of Mina, Nevada",earthquake,,0.5,0.3,9,reviewed,nn,nn
2020-09-18T22:39:27.602Z,38.1484,-117.9568,11.3,2.5,ml,26,45.22,0.01,0.1208,nn,nn00774579,2020-11-28T21:31:52.040Z,"29 km SSE of Mina, Nevada",earthquake,,0.6,0.23,13,reviewed,nn,nn
2020-09-18T21:48:27.469Z,31.7061,-104.1334,5,3.5,mwr,,49,0.091,0.44,us,us7000bq0y,2020-11-28T21:31:52.040Z,"50 km W of Mentone, Texas",earthquake,1.1,0.9,0.093,11,reviewed,us,us
2020-09-18T14:00:00.688Z,38.1713,-117.8317,4.8,3.3,ml,30,43.77,0.033,0.1402,nn,nn00774492,2020-11-28T21:31:51.040Z,"34 km SE of Mina, Nevada",earthquake,,1,0.41,16,reviewed,nn,nn
2020-09-18T07:02:14.987Z,44.2913,-115.1769,10,3.1,ml,,66,0.258,0.61,us,us7000bpq2,2020-11-28T21:31:50.040Z,"20 km WNW of Stanley, Idaho",earthquake,1.9,2,0.034,113,reviewed,us,us
2020-09-17T23:29:29.550Z,36.4395,-117.9946667,5.33,2.53,ml,22,72,0.06894,0.21,ci,ci38694042,2020-11-28T21:31:49.040Z,"18km N of Olancha, CA",earthquake,0.39,1.08,0.19,25,automatic,ci,ci
2020-09-17T20:57:23.230Z,36.4358333,-117.9925,4.78,2.52,ml,23,79,0.0708,0.19,ci,ci38693810,2020-11-28T21:31:49.040Z,"17km N of Olancha, CA",earthquake,0.38,1.13,0.185,26,automatic,ci,ci
2020-09-17T18:36:25.310Z,38.7921667,-122.7416667,1.08,2.89,md,72,47,0.009717,0.08,nc,nc73459266,2020-11-28T21:31:49.040Z,"2km NE of The Geysers, CA",earthquake,0.14,0.18,0.188,60,reviewed,nc,nc
2020-09-17T17:17:05.029Z,38.1847,-117.8863,4.9,2.5,ml,28,37.97,0.026,0.1221,nn,nn00774333,2020-11-28T21:31:49.040Z,"30 km SE of Mina, Nevada",earthquake,,0.8,0.49,15,reviewed,nn,nn
2020-09-17T15:20:07.330Z,36.4421667,-117.9921667,3.73,3.07,ml,42,65,0.07099,0.19,ci,ci38693130,2020-11-28T21:31:48.040Z,"18km SSE of Lone Pine, CA",earthquake,0.19,0.54,0.154,59,reviewed,ci,ci
2020-09-17T08:21:08.360Z,36.6536667,-121.2751667,3.92,2.84,ml,47,55,0.05306,0.11,nc,nc73459081,2020-11-28T21:31:48.040Z,"16km SSE of Tres Pinos, CA",earthquake,0.2,0.84,0.202,46,reviewed,nc,nc
